Latitude,Longitude,SpeedOverGround,CourseOverGround,Heading,RateOfTurn,Status,Altitude,Type,ReceivedUTC
51.99382833333333,4.043416666666666,10,332.4,330,,RestricedManeuverability,,ClassA,2023-03-20 00:00:03
51.994255,4.043066666666666,10.1,332.4,330,,RestricedManeuverability,,ClassA,2023-03-20 00:00:14
51.99469,4.0427333333333335,10.2,333.4,330,,RestricedManeuverability,,ClassA,2023-03-20 00:00:22
51.995151666666665,4.042346666666667,10.2,333.1,330,,RestricedManeuverability,,ClassA,2023-03-20 00:00:34
51.99554166666667,4.042046666666667,10.2,334.1,329,,RestricedManeuverability,,ClassA,2023-03-20 00:00:43
51.995976666666664,4.041715,10.3,334.7,329,,RestricedManeuverability,,ClassA,2023-03-20 00:00:53
51.996405,4.041386666666667,10.3,335,328,,RestricedManeuverability,,ClassA,2023-03-20 00:01:03
51.996838333333336,4.041036666666667,10.4,334.2,329,,RestricedManeuverability,,ClassA,2023-03-20 00:01:14
51.99727,4.040695,10.3,334,329,,RestricedManeuverability,,ClassA,2023-03-20 00:01:23
51.997748333333334,4.040338333333334,10.3,335,330,,RestricedManeuverability,,ClassA,2023-03-20 00:01:34
51.99813666666667,4.040046666666667,10.3,334.9,330,,RestricedManeuverability,,ClassA,2023-03-20 00:01:42
51.998565,4.039713333333333,10.3,335.1,331,,RestricedManeuverability,,ClassA,2023-03-20 00:01:53
51.999006666666666,4.039396666666667,10.3,335.8,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:03
51.999445,4.03908,10.3,336.5,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:14
51.99989166666666,4.038776666666666,10.4,336.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:22
52.00028666666667,4.038493333333333,10.3,336.7,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:32
52.00075833333333,4.038145,10.4,336.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:43
52.001198333333335,4.037845,10.4,337.8,331,,RestricedManeuverability,,ClassA,2023-03-20 00:02:53
52.001643333333334,4.037536666666667,10.4,337.1,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:03
52.00209,4.03723,10.4,337.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:13
52.00252833333333,4.036911666666667,10.4,337.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:23
52.00293666666666,4.036638333333333,10.4,337.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:30
52.00478,4.035416666666666,10.4,337.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:32
52.00293666666666,4.036638333333333,10.4,337.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:32
52.003431666666664,4.036313333333333,10.4,337.8,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:43
52.003883333333334,4.036013333333333,10.4,337.2,331,,RestricedManeuverability,,ClassA,2023-03-20 00:03:53
52.00433,4.0357183333333335,10.4,337.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:04
52.00478,4.035416666666666,10.4,337.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:13
52.005226666666665,4.035116666666666,10.4,337.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:23
52.005723333333336,4.034796666666667,10.4,337.3,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:34
52.00612666666667,4.034515,10.4,337.7,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:43
52.006568333333334,4.034215,10.4,337.8,331,,RestricedManeuverability,,ClassA,2023-03-20 00:04:50
52.00702,4.033925,10.4,337.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:01
52.00747,4.033628333333334,10.5,338.2,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:13
52.007918333333336,4.033328333333333,10.5,337.5,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:23
52.00841833333333,4.033015,10.4,337.8,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:34
52.008826666666664,4.032746666666666,10.5,338.1,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:43
52.009276666666665,4.032445,10.5,337.9,331,,RestricedManeuverability,,ClassA,2023-03-20 00:05:53
52.00973333333334,4.032155,10.5,338.4,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:03
52.01018,4.031851666666666,10.5,337.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:13
52.01063166666667,4.031558333333333,10.5,338.2,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:23
52.011125,4.03123,10.5,337.5,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:34
52.01153,4.030963333333333,10.5,337.9,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:43
52.011981666666664,4.030681666666666,10.5,338.5,331,,RestricedManeuverability,,ClassA,2023-03-20 00:06:53
52.012386666666664,4.030413333333334,10.5,337.9,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:03
52.012895,4.030095,10.6,338.9,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:13
52.01335,4.029793333333333,10.5,338,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:23
52.01385333333333,4.029473333333334,10.5,338.9,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:34
52.014265,4.029198333333333,10.6,338,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:43
52.01473166666667,4.02892,10.6,338.7,331,,RestricedManeuverability,,ClassA,2023-03-20 00:07:53
52.01513666666666,4.0286566666666666,10.5,338.3,331,,RestricedManeuverability,,ClassA,2023-03-20 00:08:03
52.015636666666666,4.028326666666667,10.6,338.1,331,,RestricedManeuverability,,ClassA,2023-03-20 00:08:10
52.01609833333333,4.028035,10.6,338.6,331,,RestricedManeuverability,,ClassA,2023-03-20 00:08:23
