Latitude,Longitude,SpeedOverGround,CourseOverGround,Heading,RateOfTurn,Status,Altitude,Type,ReceivedUTC
52.02497,3.9938683333333334,10.2,209.2,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:00
52.024525,3.993455,10.3,209.1,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:09
52.0241,3.9930583333333334,10.3,209.8,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:20
52.023725,3.9927083333333333,10.3,210.9,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:29
52.02335333333333,3.992375,10.3,210.1,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:38
52.02285666666667,3.9919083333333334,10.3,209.9,211,,RestricedManeuverability,,ClassA,2023-03-21 00:00:50
52.022486666666666,3.991546666666667,10.3,210.7,210,,RestricedManeuverability,,ClassA,2023-03-21 00:00:59
52.022025,3.991118333333333,10.4,209.3,210,,RestricedManeuverability,,ClassA,2023-03-21 00:01:10
52.02159833333333,3.990735,10.4,209,210,,RestricedManeuverability,,ClassA,2023-03-21 00:01:20
52.021215,3.9903916666666666,10.4,208.5,209,,RestricedManeuverability,,ClassA,2023-03-21 00:01:29
52.02083,3.9900616666666666,10.4,208,210,,RestricedManeuverability,,ClassA,2023-03-21 00:01:38
52.02030333333333,3.9896266666666667,10.5,207.7,210,,RestricedManeuverability,,ClassA,2023-03-21 00:01:50
52.019906666666664,3.98928,10.6,208.1,211,,RestricedManeuverability,,ClassA,2023-03-21 00:01:59
52.019466666666666,3.9888866666666667,10.5,209.6,211,,RestricedManeuverability,,ClassA,2023-03-21 00:02:10
52.01901,3.988465,10.6,209.1,210,,RestricedManeuverability,,ClassA,2023-03-21 00:02:20
52.01862,3.9881116666666667,10.6,209.1,210,,RestricedManeuverability,,ClassA,2023-03-21 00:02:29
52.018235,3.987765,10.6,208.4,211,,RestricedManeuverability,,ClassA,2023-03-21 00:02:38
52.01775666666666,3.9873266666666667,10.6,209.2,210,,RestricedManeuverability,,ClassA,2023-03-21 00:02:50
52.01732666666667,3.9869483333333333,10.6,209.3,210,,RestricedManeuverability,,ClassA,2023-03-21 00:02:59
52.01689,3.9865766666666667,10.6,208.6,210,,RestricedManeuverability,,ClassA,2023-03-21 00:03:10
52.016416666666665,3.986175,10.7,208.3,210,,RestricedManeuverability,,ClassA,2023-03-21 00:03:20
52.01603,3.9858266666666666,10.7,208.3,210,,RestricedManeuverability,,ClassA,2023-03-21 00:03:30
52.015625,3.9854716666666667,10.7,207.4,210,,RestricedManeuverability,,ClassA,2023-03-21 00:03:37
52.015123333333335,3.98504,10.8,207.5,211,,RestricedManeuverability,,ClassA,2023-03-21 00:03:50
52.01465666666667,3.984678333333333,10.7,208.2,210,,RestricedManeuverability,,ClassA,2023-03-21 00:03:59
52.01417166666667,3.9842683333333335,10.7,207.3,210,,RestricedManeuverability,,ClassA,2023-03-21 00:04:10
52.013751666666664,3.98386,10.7,207.8,210,,RestricedManeuverability,,ClassA,2023-03-21 00:04:19
52.013333333333335,3.983538333333333,10.7,207.4,210,720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:04:30
52.012925,3.983216666666667,10.7,206.4,210,,RestricedManeuverability,,ClassA,2023-03-21 00:04:38
52.01244,3.98281,10.7,206.9,210,,RestricedManeuverability,,ClassA,2023-03-21 00:04:50
52.01200333333333,3.982431666666667,10.7,206.6,210,,RestricedManeuverability,,ClassA,2023-03-21 00:04:59
52.01150666666667,3.982056666666667,10.7,205.9,210,,RestricedManeuverability,,ClassA,2023-03-21 00:05:10
52.01106166666666,3.981691666666667,10.7,206.2,210,,RestricedManeuverability,,ClassA,2023-03-21 00:05:20
52.010691666666666,3.9813483333333335,10.6,206.1,211,720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:05:27
52.010263333333334,3.9810666666666665,10.6,206.9,211,,RestricedManeuverability,,ClassA,2023-03-21 00:05:38
52.009791666666665,3.9806666666666666,10.6,206.4,211,,RestricedManeuverability,,ClassA,2023-03-21 00:05:50
52.00935333333333,3.980296666666667,10.5,208.1,211,,RestricedManeuverability,,ClassA,2023-03-21 00:05:59
52.008875,3.97988,10.6,206.5,211,,RestricedManeuverability,,ClassA,2023-03-21 00:06:10
52.00844166666667,3.9795166666666666,10.5,207.4,211,,RestricedManeuverability,,ClassA,2023-03-21 00:06:20
52.008045,3.9792216666666667,10.2,206.9,211,,RestricedManeuverability,,ClassA,2023-03-21 00:06:29
52.007688333333334,3.97895,9.3,206.9,211,,RestricedManeuverability,,ClassA,2023-03-21 00:06:38
52.007328333333334,3.978625,8.3,209.1,207,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:06:50
52.007216666666665,3.978505,7.8,210.8,204,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:06:53
52.007165,3.9784533333333334,7.7,211.6,202,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:06:55
52.00704666666667,3.978345,7.3,211.2,199,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:06:59
52.00695666666667,3.978275,7,207.8,197,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:03
52.00684833333333,3.978195,6.8,205.3,195,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:07
52.00677,3.9781483333333334,6.6,204,194,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:09
52.00695666666667,3.978275,7,207.8,197,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:10
52.00677,3.9781483333333334,6.6,204,194,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:10
52.006685,3.9781133333333334,6.4,199.8,192,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:12
52.00657666666667,3.978065,6.3,199.1,191,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:16
52.006478333333334,3.9780533333333334,6.1,194.9,190,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:20
52.00640333333333,3.97804,5.8,192.1,189,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:23
52.00635333333333,3.978031666666667,5.8,190.4,189,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:26
52.006251666666664,3.97801,5.6,188,188,-720.0032105295371,RestricedManeuverability,,ClassA,2023-03-21 00:07:29
52.00617833333333,3.9780016666666667,5.3,185.4,187,,RestricedManeuverability,,ClassA,2023-03-21 00:07:32
52.00610666666667,3.9779933333333335,5.2,184.8,187,,RestricedManeuverability,,ClassA,2023-03-21 00:07:36
52.00603666666667,3.9779983333333333,5.1,180.8,187,,RestricedManeuverability,,ClassA,2023-03-21 00:07:38
